level;year;ibge_code;ibge_label;isced_level1;isced_level1_label_pt;isced_level1_label_en;isced_level2;isced_level2_label_pt;isced_level2_label_en;isced_level3;isced_level3_label_pt;isced_level3_label_en;comments
higher_education;2000;22;Educação Física - Graduação;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;1980;44;educação física - superior;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;1991;44;Educação Física;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;2000;59;Formação Professores Disciplinas Especiais - Graduação;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;2010;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;2010;146;FORMAÇÃO DE PROFESSORES DE DISCIPLINAS PROFISSIONAIS;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;2010;813;ESPORTES;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;Teacher training with subject specialisation;
higher_education;2000;82;Artes - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;1980;83;belas artes - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;1991;83;Artes;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;210;ARTES (CURSO GERAIS);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;211;BELAS ARTES;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;212;MÚSICA E ARTES CÊNICAS;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;213;TÉCNICAS AUDIOVISUAIS E PRODUÇÃO DE MÍDIA;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;214;DESIGN E ESTILISMO;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2010;215;ARTESANATO;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts (general);
higher_education;2000;68;Outros de Ciências Humanas e Sociais - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;2000;79;Outros de Ciências Humanas e Sociais - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1980;81;Outros de humanas (inclui: Museologia, Arqueologia, etc.);2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1991;81;Outros de Humanas;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;2000;83;Outros de Letras e Artes - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1980;95;Mestrado ou Doutorado - Outros (Ciências Humanas e Sociais);2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1991;95;Mestrado ou Doutorado - Outros (Ciências Humanas e Sociais);2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1980;96;Letras e Artes - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;1991;96;Letras e Artes - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;2010;220;HUMANIDADES E LETRAS (CURSO GERAIS);2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;220;HUMANIDADES E LETRAS (CURSO GERAIS);Humanities and languages (general);
higher_education;2000;67;Teologia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;221;RELIGIÃO;Religion and theology;
higher_education;1980;80;sacerdote - superior;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;221;RELIGIÃO;Religion and theology;
higher_education;1991;80;Teologia;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;221;RELIGIÃO;Religion and theology;
higher_education;2010;221;RELIGIÃO;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;221;RELIGIÃO;Religion and theology;
higher_education;2000;81;Letras - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;1980;82;Letras (inclui: Tradução, lnterprete, Linguística) ;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;1991;82;Letras (inclui: Tradução, lnterprete, Linguística) ;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;2000;89;Letras e Artes - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;2010;222;LÍNGUAS E CULTURAS ESTRANGEIRAS;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;2010;223;LÍNGUA MATERNA (VERNÁCULA);2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;223;LÍNGUA MATERNA (VERNÁCULA);Language and Linguistics;
higher_education;2000;61;Geografia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;2000;62;História - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;1980;75;geografia - bacharelado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;1991;75;Geografia;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;1980;76;história - bacharelado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;1991;76;História;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;2010;225;HISTÓRIA E ARQUEOLOGIA;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;225;HISTÓRIA E ARQUEOLOGIA;History and Archaeology;
higher_education;2000;58;Filosofia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;226;FILOSOFIA E ÉTICA;Philosophy and ethics;
higher_education;1980;74;filosofia - bacharelado;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;226;FILOSOFIA E ÉTICA;Philosophy and ethics;
higher_education;1991;74;Filosofia;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;226;FILOSOFIA E ÉTICA;Philosophy and ethics;
higher_education;2010;226;FILOSOFIA E ÉTICA;2;HUMANIDADES E ARTES;Humanities and Arts;22;HUMANIDADES E LETRAS;Humanities;226;FILOSOFIA E ÉTICA;Philosophy and ethics;
higher_education;2000;55;Ciências e Estudos Sociais - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;1980;71;antropologia - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;1991;71;Ciências e Estudos Sociais;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;2010;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;2010;312;SOCIOLOGIA E ESTUDOS CULTURAIS;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;2010;313;CIÊNCIA POLÍTICA E EDUCAÇÃO CÍVICA;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;310;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS (CURSOS GERAIS);Social Sciences;
higher_education;2000;65;Psicologia - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;311;PSICOLOGIA;Psychology;
higher_education;1980;78;psicologia - bacharelado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;311;PSICOLOGIA;Psychology;
higher_education;1991;78;Psicologia;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;311;PSICOLOGIA;Psychology;
higher_education;2010;311;PSICOLOGIA;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;311;PSICOLOGIA;Psychology;
higher_education;2000;54;Ciências Econômicas - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;1980;70;economia - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;1991;70;Ciências Econômicas;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;2000;76;Ciências Econômicas e Contábeis - Mestrado ou Doutorado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;1980;92;economia - mestrado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;1991;92;Mestrado ou Doutorado - Ciências Econômicas, Contábeis, etc.;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;2010;314;ECONOMIA;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;31;CIÊNCIAS SOCIAIS E COMPORTAMENTAIS;Social and behavioural science;314;ECONOMIA;Economics;
higher_education;2000;56;Comunicação Social - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;2000;64;Propaganda e Marketing - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;1980;72;comunicação - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;1991;72;Comunicação Social;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;2010;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;2010;321;JORNALISMO E REPORTAGEM;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;2010;342;MARKETING E PUBLICIDADE;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;320;COMUNICAÇÃO (CURSOS GERAIS OU COMBINADOS);Social Communication (general);
higher_education;2000;52;Biblioteconomia - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;322;BIBLIOTECONOMIA, INFORMAÇÃO, ARQUIVOS;Library, information, and archival studies;
higher_education;1980;68;biblioteconomia - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;322;BIBLIOTECONOMIA, INFORMAÇÃO, ARQUIVOS;Library, information, and archival studies;
higher_education;1991;68;Biblioteconomia;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;322;BIBLIOTECONOMIA, INFORMAÇÃO, ARQUIVOS;Library, information, and archival studies;
higher_education;2010;322;BIBLIOTECONOMIA, INFORMAÇÃO, ARQUIVOS;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;32;JORNALISMO E INFORMAÇÃO;Journalism and information;322;BIBLIOTECONOMIA, INFORMAÇÃO, ARQUIVOS;Library, information, and archival studies;
higher_education;2000;53;Ciências Contábeis e Atuariais - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;344;CONTABILIDADE E TRIBUTAÇÃO;Accounting and taxation;
higher_education;1980;69;contabilidade - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;344;CONTABILIDADE E TRIBUTAÇÃO;Accounting and taxation;
higher_education;1991;69;Ciências Contábeis e Atuariais;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;344;CONTABILIDADE E TRIBUTAÇÃO;Accounting and taxation;
higher_education;2010;343;FINANÇAS, BANCOS, SEGUROS;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;344;CONTABILIDADE E TRIBUTAÇÃO;Accounting and taxation;
higher_education;2010;344;CONTABILIDADE E TRIBUTAÇÃO;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;344;CONTABILIDADE E TRIBUTAÇÃO;Accounting and taxation;
higher_education;2000;51;Administração - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;1980;67;administração - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;1991;67;Administração;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2000;75;Administração - Mestrado ou Doutorado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;1980;91;administração - mestrado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;1991;91;Mestrado ou Doutorado - Administração;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2010;340;COMÉRCIO E ADMINISTRAÇÃO(CURSO GERAIS);3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2010;341;VENDAS EM ATACADO E VAREJO;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2010;345;GERENCIAMENTO E ADMINISTRAÇÃO;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2010;346;SECRETARIADO E TRABALHOS DE ESCRITÓRIO;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2010;347;VIDA PROFISSIONAL;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;34;COMÉRCIO E ADMINISTRAÇÃO;Business and administration;345;GERENCIAMENTO E ADMINISTRAÇÃO;Management and administration;
higher_education;2000;57;Direito - Graduação;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;1980;73;direito - superior;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;1991;73;Direito;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;2000;77;Direito - Mestrado ou Doutorado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;1980;93;direito - mestrado;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;1991;93;Mestrado ou Doutorado - Direito;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;2010;380;DIREITO;3;CIÊNCIAS SOCIAIS, NEGÓCIOS E DIREITO;Social sciences, business and law;38;DIREITO;Law;380;DIREITO;Law;
higher_education;2000;21;Biologia - Graduação;4;CIÊNCIAS, MATEMÁTICA E COMPUTAÇÃO;Science;42;CIÊNCIAS DA VIDA;Life sciences;421;BIOLOGIA E BIOQUÍMICA;Biology and Biochemistry;
