level;year;ibge_code;ibge_label;isced_level1;isced_level1_label_pt;isced_level1_label_en;isced_level2;isced_level2_label_pt;isced_level2_label_en;isced_level3;isced_level3_label_pt;isced_level3_label_en;comments
primary_and_secondary_education;1960;47;Industrial - 2º Grau;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1960;49;Outros - 2º Grau;;Humanities and Arts;;;;;;;;
higher_education;2000;22;Educação Física - Graduação;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1980;44;educação física - superior;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1991;44;Educação Física;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2000;59;Formação Professores Disciplinas Especiais - Graduação;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2000;63;Pedagogia - Graduação;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1960;76;Educação Física - Superior;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1980;77;educação - superior;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1991;77;Pedagogia;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2000;78;Pedagogia - Mestrado ou Doutorado;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1970;80;pedagogia;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1970;85;educação física superior;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1980;94;educação - mestrado;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1991;94;Mestrado ou Doutorado - Pedagogia;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;142;CIÊNCIAS DA EDUCAÇÃO;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;143;FORMAÇÃO DE PROFESSORES DE EDUCAÇÃO INFANTIL;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;144;FORMAÇÃO DE PROFESSORES DA EDUCAÇÃO BÁSICA;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;145;FORMAÇÃO DE PROFESSORES COM ESPECIALIZAÇÃO EM MATÉRIAS ESPECÍFICAS;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;146;FORMAÇÃO DE PROFESSORES DE DISCIPLINAS PROFISSIONAIS;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;2010;813;ESPORTES;1;EDUCAÇÃO;Education;14;FORMAÇÃO DE PROFESSORES E CIÊNCIAS DA EDUCAÇÃO;Teacher training and education science;140;FORMAÇÃO DO PROFESSOR E CIÊNCIAS DA EDUCAÇÃO (CURSO GERAIS);Teaching and training (general);
higher_education;1960;52;Letras - Superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;52;Biblioteconomia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1960;54;Outros Cursos Superiores (Pedagogia, Filosofia, Ciências Sociais, Teologia);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
primary_and_secondary_education;1960;89;Curso com grau não especificado;;Education;;;;;;;;
primary_and_secondary_education;1960;99;Ignorado ;;Health and welfare;;;;;;;;
primary_and_secondary_education;1970;0;sem declaração;;Health and welfare;;;;;;;;
primary_and_secondary_education;1970;10;primário;;Health and welfare;;;;;;;;
primary_and_secondary_education;1970;11;agrícola elementar;;Health and welfare;;;;;;;;
primary_and_secondary_education;1970;12;comercial elementar;;Health and welfare;;;;;;;;
primary_and_secondary_education;1970;19;industrial elementar;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;21;militar elementar;;Science;;;;;;;;
primary_and_secondary_education;1970;22;normal elementar;;Science;;;;;;;;
primary_and_secondary_education;1970;27;outros elementar;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;28;emendativo elementar;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;30;ginasial;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;31;agrícola 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;32;comercial 2º ciclo;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;34;eclesiástico 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;35;educação física 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;36;enfermagem 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;39;industrial 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;41;militar 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;42;normal 1º ciclo;;Science;;;;;;;;
primary_and_secondary_education;1970;47;outros 1º ciclo;;Agriculture;;;;;;;;
primary_and_secondary_education;1970;48;emendativo 1º ciclo;;Agriculture;;;;;;;;
primary_and_secondary_education;1970;50;colegial;;Agriculture;;;;;;;;
primary_and_secondary_education;1970;51;agrícola 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;52;comercial 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;53;belas artes 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;54;eclesiástico 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;55;educação física 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;56;enfermagem 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;58;estatística 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1970;59;industrial 2º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1970;61;militar 2º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1970;62;normal 2º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1970;65;serviço social 2º ciclo;;Education;;;;;;;;
primary_and_secondary_education;1970;67;outros 2º ciclo;;Social sciences, business and law;;;;;;;;
higher_education;2000;55;Ciências e Estudos Sociais - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;56;Comunicação Social - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1960;57;Belas Artes - Superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;58;Filosofia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;64;Propaganda e Marketing - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;65;Psicologia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;67;Teologia - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;68;biblioteconomia - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;68;Biblioteconomia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;68;Outros de Ciências Humanas e Sociais - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;71;antropologia - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;71;Ciências e Estudos Sociais;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;72;comunicação - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;72;Comunicação Social;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;73;belas artes superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;74;ciências sociais;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;74;filosofia - bacharelado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;74;Filosofia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;75;filosofia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1960;78;Eclesiástico - Superior (Teologia e Filosofia para formação eclesiástica);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;78;letras;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;78;psicologia - bacharelado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;78;Psicologia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1960;79;Outros - Nível Superior (Adm. Pública, Música, Jornalismo, Museologia etc);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;79;Outros de Ciências Humanas e Sociais - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;80;sacerdote - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;80;Teologia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;81;museologia - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
primary_and_secondary_education;1970;98;grau indeterminado;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1970;99;nenhum;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;0;sem curso concluído;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;1;primário;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;2;educação especial;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;3;agrícola elementar;;Science;;;;;;;;
primary_and_secondary_education;1980;4;comercial elementar;;Science;;;;;;;;
primary_and_secondary_education;1980;5;artesanal elementar;;Science;;;;;;;;
primary_and_secondary_education;1980;6;saúde elementar;;Science;;;;;;;;
primary_and_secondary_education;1980;7;militar elementar;;Science;;;;;;;;
primary_and_secondary_education;1980;8;outros elementares;;Science;;;;;;;;
primary_and_secondary_education;1980;10;1º grau;;Agriculture;;;;;;;;
primary_and_secondary_education;1980;11;especial - 1º grau;;Agriculture;;;;;;;;
primary_and_secondary_education;1980;12;agrícola - 1º ciclo;;Agriculture;;;;;;;;
primary_and_secondary_education;1980;13;administração - 1º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;14;contabilidade - 1º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;15;básico comercial;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;16;eletricidade - 1º grau;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;17;mecânica - 1º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;18;artesanato básico;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;19;enfermagem - 1º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;20;farmácia - 1º grau;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;21;militar - 1º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;22;normal - 1º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;23;outros - 1º grau;;Education;;;;;;;;
primary_and_secondary_education;1980;24;colegial- 2º grau;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;25;educação especial - 2º grau;;Health and welfare;;;;;;;;
primary_and_secondary_education;1980;26;agrícola - 2º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;27;administração - 2º grau;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;28;contabilidade - 2º ciclo;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;29;estatística - 2º grau;;Humanities and Arts;;;;;;;;
primary_and_secondary_education;1980;30;secretariado - 2º grau;;Services;;;;;;;;
primary_and_secondary_education;1980;31;comercial - 2º ciclo;;Not known or unspecified;;;;;;;;
primary_and_secondary_education;1980;32;desenho - 2º grau;;Health and welfare;;;;;;;;
primary_and_secondary_education;1980;33;eletricidade - 2º grau;;Science;;;;;;;;
primary_and_secondary_education;1980;34;mecânica - 2º grau;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;35;química - 2º grau;;Engineering, manufacturing and construction;;;;;;;;
primary_and_secondary_education;1980;36;industrial - 2º ciclo;;Agriculture;;;;;;;;
primary_and_secondary_education;1980;37;enfermagem - 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;38;patologia - 2º ciclo;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;39;nutrição - 2º grau;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;40;militar - 2º ciclo;;Education;;;;;;;;
primary_and_secondary_education;1980;41;normal - 2º grau;;Social sciences, business and law;;;;;;;;
primary_and_secondary_education;1980;42;outros - 2º ciclo;;Humanities and Arts;;;;;;;;
higher_education;1991;81;Outros de Humanas;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;81;Letras - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;82;lingüística - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;82;Letras;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;82;Artes - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;83;belas artes - superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;83;Artes;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;83;Outros de Letras e Artes - Graduação;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;84;eclesiástico superior;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2000;89;Letras e Artes - Mestrado ou Doutorado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1970;93;psicologia;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;95;biblioteconomia - mestrado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;95;Mestrado ou Doutorado - Outros (Ciências Humanas e Sociais);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1980;96;artes - mestrado;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;1991;96;Mestrado ou Doutorado - Letras e Artes;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;210;ARTES (CURSO GERAIS);2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;211;BELAS ARTES;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;212;MÚSICA E ARTES CÊNICAS;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;213;TÉCNICAS AUDIOVISUAIS E PRODUÇÃO DE MÍDIA;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;214;DESIGN E ESTILISMO;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
higher_education;2010;215;ARTESANATO;2;HUMANIDADES E ARTES;Humanities and Arts;21;ARTES;Arts;210;ARTES (CURSO GERAIS);Arts, Social Sciences, Behavioral Sciences, Humanities and Languages (general);
